Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Foxhollow House B&B,,+353(0)879018940,-8.56068,51.94169,Cork,Blarney,Republic of Ireland,B & B,2,7
Mannix Point Camping and Caravan Park,http://www.campinginkerry.com,+353(0)669472806,-10.24526,51.941941,Kerry,Cahersiveen,Republic of Ireland,Camping,2,143
Weston House B&B,http://www.westonhouse.ie,+353(0)2645097,-9.171422976,51.94599792,Cork,Ballyvourney,Republic of Ireland,B & B,2,4
Walter Raleigh Hotel,http://www.walterraleighhotel.com,+353(0)2492011,-7.843490391,51.94677001,Cork,Youghal,Republic of Ireland,Hotel,4,242
Blarney Caravan and Camping Park,http://www.blarneycaravanpark.com,+353(0)214516519,-8.5461,51.947423,Cork,Blarney,Republic of Ireland,Camping,3,96
O'Shea B&B,http://www.osheasbnb.com,+353(0)669472402,-10.223641,51.947483,Kerry,Cahersiveen,Republic of Ireland,B & B,1,11
Sive Hostel,https://sive-hostel.business.site/,+353(0)669472717,-10.220842,51.948051,Kerry,Cahersiveen,Republic of Ireland,Hostel,2,35
Cliff House Hotel,http://www.cliffhousehotel.ie,+353(0)2487800,-7.7151,51.948655,Waterford,Ardmore,Republic of Ireland,Hotel,1,98
Round Tower Hotel,http://www.roundtowerhotel.ie/,+353(0)2494494,-7.729672906,51.95094984,Waterford,Ardmore,Republic of Ireland,Hotel,4,394
The Old Imperial Hotel,http://www.theoldimperialhotel.com,+353(0)2492435,-7.850104,51.955522,Cork,Youghal,Republic of Ireland,Hotel,2,337
Keanes Cottage,http://www.keanescottage.com/,+353(0)876644904,-7.823938822,51.956456,Waterford,Kinsalebeg,Republic of Ireland,Self Catering,1,28
Caragh River Lodge,http://caraghriverlodge.ie,+353(0)669760921,-9.796648174,51.96979006,Kerry,Glencar,Republic of Ireland,Self Catering,1,31
Ardmore B&B,http://www.ardmorebedandbreakfast.ie,+353(0)858586103,-7.707480471,51.98364601,Waterford,Ardmore P36 W592,Republic of Ireland,B & B,5,11
Black Valley Youth Hostel,http://www.blackvalleyhostel.com,+353(0)646634712,-9.652902,51.986045,Kerry,Killarney,Republic of Ireland,Hostel,2,24
Mountain Retreat Annagh More B&B,http://annagh-more.ie/,+353(0)892128300,-9.329038112,52.00806206,Kerry,Killarney,Republic of Ireland,B & B,2,4
Claddagh Cottages,http://www.claddaghcottages.ie/,+353(0)863554902,-7.761761003,52.01630362,Waterford,Clashmore,Republic of Ireland,Self Catering,4,30
The Reserve Self Catering Apartments,http://muckrosspark.com/self-catering-apartments.html,+353(0)646623400,-9.489266892,52.02434204,Kerry,Killarney,Republic of Ireland,Self Catering,3,15
Muckross Park Hotel & Spa,http://www.muckrosspark.com,+353(0)646623400,-9.489138719,52.02461985,Kerry,Killarney,Republic of Ireland,Hotel,3,297
Muckross Park Hotel and Spa,http://www.muckrosspark.com,,-9.48914,52.02462,Kerry,Killarney,Republic of Ireland,Hotel,4,263
Killarney Lakeland Cottages,http://www.killarneycottages.com,+353(0)646633290,-9.481653,52.030964,Kerry,Killarney,Republic of Ireland,Self Catering,2,26
Lake Hotel,http://www.lakehotelkillarney.com,+353(0)646631035,-9.499806,52.038284,Kerry,Killarney,Republic of Ireland,Hotel,3,52
Cahernane House Hotel,http://www.cahernane.com,+353 64 6631895,-9.50998,52.04322,Kerry,Killarney,Republic of Ireland,Hotel,2,376
Cahernane House Hotel,https://www.cahernane.com/,+353(0)646631895,-9.509976004,52.04322282,Kerry,Killarney,Republic of Ireland,Hotel,5,81
Victoria House Hotel,http://www.victoriahousehotel.com,+353(0)646635430,-9.500047,52.043343,Kerry,Killarney,Republic of Ireland,Hotel,5,72
The Gleneagle Hotel,http://www.gleneaglehotel.com,+353(0)646636000,-9.502100737,52.04438193,Kerry,Killarney,Republic of Ireland,Hotel,1,378
The Gleneagle River Apartments,https://www.gleneaglehotel.com/en/self-catering-apartments-killarney/,+353(0)646636000,-9.502031,52.044391,Kerry,Killarney,Republic of Ireland,Self Catering,5,33
Ross Castle Lodge,https://www.rosscastlebnb.com/,+353(0)646636942,-9.521181,52.046673,Kerry,Killarney,Republic of Ireland,Self Catering,5,39
Flesk Lodge,http://www.flesklodge.com,+353(0)646632135,-9.5058,52.048945,Kerry,Killarney,Republic of Ireland,Self Catering,3,5
Riverside Hotel Killarney,http://www.riversidehotelkillarney.com,+353(0)646639200,-9.507321,52.049159,Kerry,Killarney,Republic of Ireland,Hotel,2,356
The Parkavon Hotel Killarney,https://www.parkavonhotel.com/,+353(0)646633000,-9.507411,52.04956,Kerry,Killarney,Republic of Ireland,Hotel,2,340
Lios Daire B&B,http://liosdairebnbkillarney.com,+353(0)646625642,-9.455487534,52.04998425,Kerry,Killarney,Republic of Ireland,B & B,3,17
Old Weir Lodge,http://www.oldweirlodge.com,+353(0)646635593,-9.507253,52.051402,Kerry,Killarney,Republic of Ireland,Self Catering,3,4
Earls Court Hotel,http://www.killarney-earlscourt.ie,+353(0)646634009,-9.504769,52.051678,Kerry,Killarney,Republic of Ireland,Hotel,1,220
Torc Hotel,https://www.torchotel.ie/,+353(0)646634168,-9.448667,52.052287,Kerry,Killarney,Republic of Ireland,Hotel,2,377
Dromhall Hotel,http://www.dromhall.com,,-9.50614,52.05326,Kerry,Killarney,Republic of Ireland,Hotel,4,395
Dromhall Hotel,http://www.dromhall.com,+353(0)646639300,-9.506138773,52.05326252,Kerry,Killarney,Republic of Ireland,Hotel,5,325
Randles Hotel,http://www.randleshotel.com,+353(0)646635333,-9.506521749,52.05395927,Kerry,Killarney,Republic of Ireland,Hotel,5,129
Randles Hotels Killarney,http://www.randleshotel.com,,-9.506521,52.053961,Kerry,Killarney,Republic of Ireland,Hotel,2,336
Springfield Lodge,http://www.springfieldlodgebb.com,+353(0)646632944,-9.487902,52.053961,Kerry,Killarney,Republic of Ireland,Self Catering,4,17
Springfield Lodge,http://springfieldlodgebb.com/,+353(0)646632944,-9.487922283,52.05398841,Kerry,Killarney,Republic of Ireland,Self Catering,2,15
Abbey Lodge,http://www.abbey-lodge.com,+353(0)646634193,-9.506673,52.055283,Kerry,Killarney,Republic of Ireland,Self Catering,5,5
Towers Hotel,http://www.towershotel.com,+353(0)669768212,-9.940233,52.056068,Kerry,Glenbeigh,Republic of Ireland,Hotel,5,266
Killarney Lodge,http://www.killarneylodge.ie,+353(0)646636499,-9.505884,52.056616,Kerry,Killarney,Republic of Ireland,Self Catering,3,36
Rookery Mews Apartments,http://www.killarney-selfcatering.com,+353(0)646633570,-9.493992,52.056666,Kerry,Killarney,Republic of Ireland,Self Catering,4,8
Flemings White Bridge Caravan and Camping,http://www.killarneycamping.com,+353(0)646631590,-9.475904065,52.05711322,Kerry,Killarney,Republic of Ireland,Camping,5,85
Killarney Avenue Hotel,http://www.killarneyavenue.com,+353(0)646632522,-9.506268775,52.05752643,Kerry,Killarney,Republic of Ireland,Hotel,5,247
Killarney Plaza Hotel and Spa,http://www.killarneyplaza.com,+353(0)646621100,-9.508822709,52.05767219,Kerry,Killarney,Republic of Ireland,Hotel,1,305
Killarney Park Hotel,http://www.killarneyparkhotel.ie,+353 64 6635555,-9.50455,52.05787,Kerry,Killarney,Republic of Ireland,Hotel,3,205
International Hotel Killarney,http://www.killarneyinternational.com,+353(0)646631816,-9.506947223,52.05810839,Kerry,Killarney,Republic of Ireland,Hotel,3,314
International Hotel Killarney,http://www.killarneyinternational.com,,-9.50695,52.05811,Kerry,Killarney,Republic of Ireland,Hotel,1,248
The Black Sheep Hostel,https://blacksheephostel.ie/,+353(0)646638746,-9.5152026,52.0582698,Kerry,Killarney,Republic of Ireland,Hostel,2,156
The Avenue Holiday Cottages,http://www.themalton.com/self-catering-maltonhotel-killarney.html,+353(0)646638000,-9.500677,52.058535,Kerry,Killarney,Republic of Ireland,Self Catering,4,27
Killarney Towers Hotel & Leisure Centre,http://www.killarneytowers.com,+353(0)646631038,-9.507063907,52.05867833,Kerry,Killarney,Republic of Ireland,Hotel,1,233
Eviston House Hotel,http://www.evistonhouse.com,+353(0)646631640,-9.510662093,52.05891913,Kerry,Killarney,Republic of Ireland,Hotel,2,131
The Heights Hotel Killarney,http://www.killarneyheights.ie,+353(0)646631158,-9.479305594,52.05916252,Kerry,Killarney,Republic of Ireland,Hotel,2,268
Glen Ross Caravan and Camping Park,http://www.campingkerry.com,+353(0)871376865,-9.937182,52.059178,Kerry,Ring Of Kerry,Republic of Ireland,Camping,5,157
Scotts Hotel,http://www.scottshotelkillarney.com,+353(0)646631060,-9.506296,52.059304,Kerry,Killarney,Republic of Ireland,Hotel,2,269
The Fáilte Hotel,http://www.failtekillarney.com,+353(0)646633404,-9.506824,52.059407,Kerry,Killarney,Republic of Ireland,Hotel,2,261
Neptune's Killarney Town Hostel,http://www.neptuneshostel.com,+353(0)646635255,-9.510668,52.059491,Kerry,Killarney,Republic of Ireland,Hostel,2,172
Arbutus Hotel,http://www.arbutuskillarney.com,+353(0)646631037,-9.506098047,52.05955281,Kerry,Killarney,Republic of Ireland,Hotel,2,66
The Killarney Royal Hotel,http://www.killarneyroyal.ie,+353(0)646631853,-9.505463254,52.05995469,Kerry,Killarney,Republic of Ireland,Hotel,2,129
Fairview Boutique Hotel,,,-9.506402443,52.06002101,Kerry,Killarney,Republic of Ireland,Hotel,5,292
McSweeney Arms Hotel,http://www.mcsweeneyarms.ie/,+353(0)646631211,-9.505928674,52.06005432,Kerry,Killarney,Republic of Ireland,Hotel,2,366
Hotel Killarney,http://www.hotelkillarney.ie,+353(0)646626200,-9.48467659,52.06028515,Kerry,Killarney,Republic of Ireland,Hotel,5,313
St Anthonys Lodge,http://www.best-bb-killarney.com/,+353(0)646631534,-9.489189,52.060523,Kerry,Killarney,Republic of Ireland,Self Catering,2,38
Killarney Railway Hostel,http://www.killarneyhostel.com,+353(0)646635299,-9.503186,52.060525,Kerry,Killarney,Republic of Ireland,Hostel,2,174
Brook Lodge Hotel,http://www.brooklodgekillarney.com,+353(0)646631800,-9.512499,52.060785,Kerry,Killarney,Republic of Ireland,Hotel,4,134
The Dunloe Hotel & Gardens,http://www.thedunloe.com,+353(0)646644111,-9.628298765,52.061283,Kerry,Killarney,Republic of Ireland,Hotel,3,287
Park Place Apartments,http://www.parkplacekillarney.com,+353(0)646671281,-9.511071,52.061607,Kerry,Killarney,Republic of Ireland,Self Catering,3,32
Kingfisher Lodge,http://www.kingfisherlodgekillarney.com,+353(0)646637131,-9.506048302,52.06367276,Kerry,Killarney,Republic of Ireland,Self Catering,1,29
Farmstead Lodge,http://homepage.eircom.net/~farmsteadlodge/,+353(0)669761968,-9.75344,52.0661,Kerry,Kilgobnet,Republic of Ireland,Self Catering,5,9
Beaufort Lodge,http://www.Beaufort-Lodge.com,+353(0)646624822,-9.633578,52.066896,Kerry,Killarney,Republic of Ireland,Self Catering,4,12
Europe Hotel & Resort,http://www.theeurope.com,,-9.57359,52.06696,Kerry,Killarney,Republic of Ireland,Hotel,1,78
Loch Lein Country House Hotel,http://www.lochlein.com,+353(0)646631260,-9.586798,52.068662,Kerry,Killarney,Republic of Ireland,Hotel,3,304
Killarney Court Hotel,http://www.killarneycourthotel.com/,+353(0)646637070,-9.515446,52.068823,Kerry,Killarney,Republic of Ireland,Hotel,1,382
Mystic  Mountain B&B,http://mysticmountainbandb.com/,+353(0)646644194,-9.639620953,52.06894248,Kerry,Beaufort,Republic of Ireland,B & B,5,9
The Europe Hotel & Resort,http://www.theeurope.com,+353(0)646671300,-9.571823765,52.07023456,Kerry,Killarney,Republic of Ireland,Hotel,3,335
Innisfallen Hotel,http://www.innisfallenhotel.ie/,+353(0)646623600,-9.574165,52.070623,Kerry,Killarney,Republic of Ireland,Hotel,5,76
Fossa Caravan and Camping Park,http://www.fossacampingkillarney.com,+353(0)646631497,-9.585609,52.070824,Kerry,Killarney,Republic of Ireland,Camping,3,150
Fossa Holiday Hostel,http://www.fossacampingkillarney.com/hostel.html,+353(0)646631497,-9.587802,52.070847,Kerry,Killarney,Republic of Ireland,Hostel,2,46
Beech Grove Caravan and Camping Park,http://www.campingkillarney.com,+353(0)646671848,-9.581831,52.070958,Kerry,Killarney,Republic of Ireland,Camping,3,16
Killeen House Hotel,http://www.killeenhousehotel.com,+353(0)646631711,-9.571235528,52.07554942,Kerry,Killarney,Republic of Ireland,Hotel,4,66
Arbutus Lodge Apartments,http://www.arbutuslodge.ie,+353(0)646634914,-9.560084,52.076805,Kerry,Killarney,Republic of Ireland,Self Catering,3,11
Aghadoe Heights Hotel & Spa,http://www.aghadoeheights.com,+353(0)646631766,-9.556280126,52.07731262,Kerry,Killarney,Republic of Ireland,Hotel,1,242
Aghadoe Heights Hotel & Spa,http://www.aghadoeheights.com,,-9.55643,52.07741,Kerry,Killarney,Republic of Ireland,Hotel,3,336
Killarney International Youth Hostel,http://anoige.ie/Hostels/Our-Hostel-Guide/Killarney-International-Hostel.htm,+353(0)646631240,-9.53052,52.077837,Kerry,Killarney,Republic of Ireland,Hostel,5,57
Gold Coast Golf Hotel,http://www.goldcoastgolfresort.com,+353(0)5845050,-7.570264,52.085292,Waterford,Dungarvan,Republic of Ireland,Hotel,4,221
Lawlors Hotel,http://www.lawlorshotel.com,+353(0)5841122,-7.621004195,52.09066405,Waterford,Dungarvan,Republic of Ireland,Hotel,4,284
Clonea Strand Hotel,,+353(0)5845555,-7.54629,52.094416,Waterford,Dungarvan,Republic of Ireland,Hotel,1,331
The Park Hotel and Leisure Centre,http://www.flynnhotels.com/Park_Hotel_Dungarvan/,+353(0)5842899,-7.623168945,52.09459412,Waterford,Dungarvan,Republic of Ireland,Hotel,3,298
Casey's Caravan and Camping Park,,+353(0)5841919,-7.547392,52.095174,Waterford,Dungarvan,Republic of Ireland,Camping,2,150
Redwood Apartments,http://www.redwoodireland.com,+353(0)646634754,-9.51719,52.097731,Kerry,Killarney,Republic of Ireland,Self Catering,1,13
The Grove Lodge Riverside Holiday Homes,http://www.tridentholidayhomes.ie/rentals/rentals-killorglin-d380553/,+353(0)12018479,-9.775843,52.102755,Kerry,Killorglin,Republic of Ireland,Self Catering,2,12
Garveys Cottage,http://www.garveysholidaycottage.com,+353(0)669159914,-10.395762,52.112061,Kerry,Ventry,Republic of Ireland,Self Catering,3,8
Nono's Cottage,http://nonoscottagevacations.com/,+353(0)872811359,-9.271547,52.116199,Kerry,Gneeveguilla,Republic of Ireland,Self Catering,1,19
The Lodge,,+353(0)5868204,-7.741977,52.118013,Waterford,Dungarvan,Republic of Ireland,Self Catering,1,30
Ring of Kerry Cottages,http://www.tridentholidayhomes.ie/rentals/house-kenmare-ring-of-kerry-holiday-cottages-193189.html,+353(0)12018479,-9.751408,52.121312,Kerry,Kenmare,Republic of Ireland,Self Catering,3,21
Shady Hollow B&B,http://www.hollowaytravel.com,+353(0)2979194,-9.05698,52.12311,Cork,Millstreet,Republic of Ireland,B & B,2,6
Glenview Cottage,http://www.glenviewcottage.com,3.54E+11,-9.541379,52.127068,Kerry,Killarney,Republic of Ireland,Self Catering,2,6
Dingle Skellig Hotel,http://www.dingleskellig.com,+353(0)669150200,-10.26935826,52.13407444,Kerry,Dingle,Republic of Ireland,Hotel,5,240
Copper Coast B&B,http://www.coppercoastholidays.ie/bed-breakfast,+353(0)51292414,-7.382653728,52.13642603,Waterford,Kilmacthomas,Republic of Ireland,B & B,5,4
Springfort Hall Country House Hotel,http://www.springfort-hall.com,+353(0)2221278,-8.644394,52.137064,Cork,Mallow,Republic of Ireland,Hotel,2,340
Hibernian Hotel,http://www.hibernianhotelmallow.com,+353(0)2258200,-8.645927329,52.13759838,Cork,Mallow,Republic of Ireland,Hotel,2,128
Annabella Lodge,http://www.annabellalodge.com,+353(0)2243991,-8.656099758,52.1380667,Cork,Mallow,Republic of Ireland,Self Catering,3,23
Longueville House Hotel,http://www.instagram.com/longuevillehouse/,+353(0)2247156,-8.736276,52.138093,Cork,Mallow,Republic of Ireland,Hotel,4,272
The Grand Hotel,http://www.grandhotelfermoy.ie,+353(0)2540966,-8.276072,52.138309,Cork,Fermoy,Republic of Ireland,Hotel,1,345
O'Neill B&B,http://www.oneillsbedandbreakfast.com,+353(0)669151639,-10.265397,52.139375,Kerry,Dingle,Republic of Ireland,B & B,2,11
Dingle Bay Hotel,http://www.dinglebayhotel.com,+353(0)669151231,-10.273908,52.139533,Kerry,Dingle,Republic of Ireland,Hotel,3,169
Dingle Marina Cottages,http://www.dinglecottages.com,+353(0)669150200,-10.281096,52.140331,Kerry,Dingle,Republic of Ireland,Self Catering,4,22
Dingle Harbour Cottages,http://www.tridentholidayhomes.ie/rentals/house-dingle-dingle-harbour-cottages-178108.html,+353(0)12018479,-10.280259,52.140487,Kerry,Dingle,Republic of Ireland,Self Catering,3,20
Dingle Benners Hotel,http://www.dinglebenners.com,+353(0)669151638,-10.26825046,52.14139586,Kerry,Dingle,Republic of Ireland,Hotel,5,167
Scorid Cottage,http://www.scoridcottage.net,+353(0)877845764,-10.25538841,52.14486902,Kerry,Cloghane,Republic of Ireland,Self Catering,5,27
Larkin's Pub Restaurant B&B,http://www.larkinspub.ie,+353(0)669767217,-9.717521,52.145046,Kerry,Milltown,Republic of Ireland,B & B,4,4
O’Flaherty’s B&B,https://www.oflahertys-bnb.com/,+353(0)669151641,-10.25431673,52.14517335,Kerry,Dingle,Republic of Ireland,B & B,2,12
O'Flaherty's B&B,http://www.oflahertys-bnb.com,+353(0)669151641,-10.2546491,52.14526476,Kerry,Dingle,Republic of Ireland,B & B,3,9
Ballyrafter House Hotel,http://www.ballyrafterhouse.com,+353(0)5854002,-7.929180435,52.14600656,Waterford,Lismore,Republic of Ireland,Hotel,4,122
Newtown Cove Caravan and Camping Park,http://www.newtowncove.com,+353(0)51381979,-7.172576,52.147718,Waterford,Tramore,Republic of Ireland,Camping,4,62
Haven Hotel,http://www.thehavenhotel.com,+353(0)51383150,-6.99587398,52.15247976,Waterford,Dunmore East,Republic of Ireland,Hotel,1,201
The Farm Cottages,http://www.thefarmcottages.com,+353(0)2226103,-8.466452241,52.15412682,Cork,Mallow,Republic of Ireland,Self Catering,1,15
Avonlodge B&B,http://avonlodgebandb.ie,+353(0)51385775,-6.999244,52.155725,Waterford,Dunmore East,Republic of Ireland,B & B,3,18
Bayview Caravan and Camping Park,https://www.goldcoastgolfresort.com/bayview-caravan-park.html,+353(0)5845100,-6.999519,52.158887,Waterford,Dungarvan,Republic of Ireland,Camping,3,135
O'Shea's Hotel,http://www.osheas-hotel.com,+353(0)51381246,-7.150324962,52.15990755,Waterford,Tramore,Republic of Ireland,Hotel,5,146
Dingle Gate Hostel,http://www.dinglegatehostel.com,+353(0)669157150,-10.028498,52.160462,Kerry,Annascaul,Republic of Ireland,Hostel,2,95
Majestic Hotel,http://www.majestic-hotel.ie,+353(0)51381761,-7.148423915,52.16317476,Waterford,Tramore,Republic of Ireland,Hotel,1,258
Fitzmaurice's Caravan & Camping Park,http://www.fitzmauricescaravanpark.com,+353(0)51381466,-7.138872,52.164454,Waterford,Tramore,Republic of Ireland,Camping,2,27
Dingle Peninsula Hotel,,,-10.361083,52.164622,Kerry,Ballyferriter,Republic of Ireland,Hotel,3,266
Beach Haven Hostel,http://www.beachhavenhouse.com/hostel_index.html,+353(0)51390208,-7.145386,52.165635,Waterford,Tramore,Republic of Ireland,Hostel,3,56
Brambles Farm Cottage,http://www.bramblesfarmkillarney.com,+353(0)669764228,-9.538349592,52.16834157,Kerry,Killarney,Republic of Ireland,Self Catering,4,37
Campail Teach an Aragail,http://www.dingleactivities.com,+353(0)669155143,-10.355572,52.173038,Kerry,Dingle,Republic of Ireland,Camping,5,180
Kilmore Quay Camping and Holiday Park,https://kilmorequaycampsite.ie/,+353(0)877959360,-6.591815315,52.17539771,Wexford,Kilmore Quay,Republic of Ireland,Camping,5,135
The Pilgrims Rest Hotel,http://www.thepilgrimsrest.com,+353(0)5852917,-7.848526,52.183216,Waterford,Cappoquin,Republic of Ireland,Hotel,4,251
Harkaway Cottages,http://www.harkawaycottages.ie,+353(0)2226337,-8.513414,52.189683,Cork,Castletownroche,Republic of Ireland,Self Catering,1,34
Gaultier Lodge,http://www.gaultierlodge.com,+353(0)51382549,-6.983528117,52.1928433,Waterford,Woodstown,Republic of Ireland,Self Catering,4,17
Ocean Island Caravan and Camping Park,http://www.oceanislandmobilehomes.com/,+353(0)51397148,-6.844535,52.19997,Wexford,New Ross,Republic of Ireland,Camping,2,169
Kilmore Cottage,http://www.kilmorecottage.com/,+353(0)539135487,-6.545995802,52.20228207,Wexford,Kilmore,Republic of Ireland,Self Catering,5,25
